File Name,Replicate Name,Comment,Technical rep,Sample & rep name,Path,Instrument Method,Position,Inj Vol,Est. time into mass spec tray,Time injected
2017_July_10_bivalves_118,118,O35,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:E,2",2,,
2017_July_10_bivalves_119,119,O140,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:E,3",2,,
2017_July_10_bivalves_120,120,O121,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:E,4",2,,
2017_July_10_bivalves_121,121,O60,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:E,5",2,,
2017_July_10_bivalves_122,122,blank,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_123,123,O66,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:F,1",2,,
2017_July_10_bivalves_124,124,O101,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:F,2",2,,
2017_July_10_bivalves_125,125,O124,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:F,3",2,,
2017_July_10_bivalves_126,126,O24,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:F,4",2,,
2017_July_10_bivalves_127,127,OBLNK2,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"2:F,5",2,,
2017_July_10_bivalves_128,128,blank,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_129,129,O01,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:B,1",2,,
2017_July_10_bivalves_130,130,O12,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:B,2",2,,
2017_July_10_bivalves_131,131,O22,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:B,3",2,,
2017_July_10_bivalves_132,132,O113,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:B,4",2,,
2017_July_10_bivalves_133,133,O118,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:B,5",2,,
2017_July_10_bivalves_134,134,blank,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_134,134,blank,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_135,135,O01,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:B,1",2,,
2017_July_10_bivalves_135,135,O01,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:B,1",2,,
2017_July_10_bivalves_136,136,O26,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:C,1",2,,
2017_July_10_bivalves_136,136,O26,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:C,1",2,,
2017_July_10_bivalves_137,137,O90,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:C,2",2,,
2017_July_10_bivalves_137,137,O90,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_oysterYV_60min_DrM27cm,"1:C,2",2,,
2017_July_10_bivalves_138,138,blank,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_138,138,blank,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_139,139,blank,,,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_140,140,G013,A,G013-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,3",2,,
2017_July_10_bivalves_141,141,G120,A,G120-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,4",2,,
2017_July_10_bivalves_142,142,G047,A,G047-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,5",2,,
2017_July_10_bivalves_143,143,G017,A,G017-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,6",2,,
2017_July_10_bivalves_144,144,G079,A,G079-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,7",2,,
2017_July_10_bivalves_145,145,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_146,146,G127,A,G127-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,8",2,,
2017_July_10_bivalves_147,147,G060,A,G060-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,1",2,,
2017_July_10_bivalves_148,148,G009,A,G009-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,2",2,,
2017_July_10_bivalves_149,149,G002,A,G002-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,3",2,,
2017_July_10_bivalves_150,150,G128,A,G128-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,4",2,,
2017_July_10_bivalves_151,151,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_152,152,G016,A,G016-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,5",2,,
2017_July_10_bivalves_153,153,G071-A,A,G071-A-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,6",2,,
2017_July_10_bivalves_154,154,G114,A,G114-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,7",2,,
2017_July_10_bivalves_155,155,G045,A,G045-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,8",2,,
2017_July_10_bivalves_156,156,G132,A,G132-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,1",2,,
2017_July_10_bivalves_157,157,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_158,158,G031,A,G031-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,2",2,,
2017_July_10_bivalves_159,159,G012,A,G012-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,3",2,,
2017_July_10_bivalves_160,160,G116,A,G116-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,4",2,,
2017_July_10_bivalves_161,161,G043,A,G043-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,5",2,,
2017_July_10_bivalves_162,162,G015,A,G015-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,6",2,,
2017_July_10_bivalves_163,163,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_164,164,G040,A,G040-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,7",2,,
2017_July_10_bivalves_165,165,G110,A,G110-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,8",2,,
2017_July_10_bivalves_166,166,G008,A,G008-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:F,1",2,,
2017_July_10_bivalves_167,167,G109,A,G109-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:F,2",2,,
2017_July_10_bivalves_168,168,G122,A,G122-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:F,3",2,,
2017_July_10_bivalves_169,169,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_170,170,G041,A,G041-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,1",2,,
2017_July_10_bivalves_171,171,G066,A,G066-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,2",2,,
2017_July_10_bivalves_172,172,G105,A,G105-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,3",2,,
2017_July_10_bivalves_173,173,G032,A,G032-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,4",2,,
2017_July_10_bivalves_174,174,G129,A,G129-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,5",2,,
2017_July_10_bivalves_175,175,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_176,176,G054,A,G054-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,6",2,,
2017_July_10_bivalves_177,177,G081,A,G081-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,7",2,,
2017_July_10_bivalves_178,178,G003,A,G003-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:B,8",2,,
2017_July_10_bivalves_179,179,G074,A,G074-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,1",2,,
2017_July_10_bivalves_180,180,G014,A,G014-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,2",2,,
2017_July_10_bivalves_181,181,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_182,182,G049,A,G049-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,3",2,,
2017_July_10_bivalves_183,183,G053,A,G053-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,4",2,,
2017_July_10_bivalves_184,184,G104,A,G104-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,5",2,,
2017_July_10_bivalves_185,185,G055,A,G055-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,6",2,,
2017_July_10_bivalves_186,186,G042,A,G042-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,7",2,,
2017_July_10_bivalves_187,187,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_188,188,G064,A,G064-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,8",2,,
2017_July_10_bivalves_189,189,G073,A,G073-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,1",2,,
2017_July_10_bivalves_190,190,G057,A,G057-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,2",2,,
2017_July_10_bivalves_191,191,G007,A,G007-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,3",2,,
2017_July_10_bivalves_192,192,G070,A,G070-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,4",2,,
2017_July_10_bivalves_193,193,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_194,194,G001,A,G001-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,5",2,,
2017_July_10_bivalves_195,195,G071-B,A,G071-B-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,6",2,,
2017_July_10_bivalves_196,196,G062,A,G062-A,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,7",2,,
2017_July_10_bivalves_197,197,G013,B,G013-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,3",2,,
2017_July_10_bivalves_198,198,G120,B,G120-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,4",2,,
2017_July_10_bivalves_199,199,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_200,200,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_201,201,G062,B,G062-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:D,7",2,,
2017_July_10_bivalves_202,202,G013,C,G013-C,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,3",2,,
2017_July_10_bivalves_203,203,G120,B,G120-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,4",2,,
2017_July_10_bivalves_204,204,G047,B,G047-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,5",2,,
2017_July_10_bivalves_205,205,G017,B,G017-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,6",2,,
2017_July_10_bivalves_206,206,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,2",3,,
2017_July_10_bivalves_207,207,G079,B,G079-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,7",2,,
2017_July_10_bivalves_208,208,G127,B,G127-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:C,8",2,,
2017_July_10_bivalves_212,212,G053,B,G053-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,4",2,,
2017_July_10_bivalves_213,213,G104,B,G104-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"2:C,5",2,,
2017_July_10_bivalves_219,219,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,5",3,,
2017_July_10_bivalves_220,220,G060,B,G060-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,1",2,,
2017_July_10_bivalves_221,221,G009,B,G009-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,2",2,,
2017_July_10_bivalves_222,222,G002,B,G002-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,3",2,,
2017_July_10_bivalves_223,223,G128,B,G128-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,4",2,,
2017_July_10_bivalves_224,224,G016,B,G016-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,5",2,,
2017_July_10_bivalves_225,225,blank,,blank-,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_blank_4min_DrM27cm,"1:A,5",3,,
2017_July_10_bivalves_226,226,G071-A,B,G071-A-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,6",2,,
2017_July_10_bivalves_227,227,G114,B,G114-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,7",2,,
2017_July_10_bivalves_228,228,G045,B,G045-B,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:D,8",2,,
2017_July_10_bivalves_229,229,G132,C,G132-C,C:\Xcalibur\Data\Collaborators\Nunn\Emma\data_378,C:\Xcalibur\Data\Collaborators\Nunn\Emma\methods\Vantage_nanoAcq_geoduckLS_60min_DrM27cm,"1:E,1",2,,
