"","Sample.Shorthand","Protein","Sample","Pep1","Pep2","Pep3","metric","Bay","Habitat","Region","Mean","Median","sd","Var","Min","Max"
"287","CI-E","Catalase","G008",0.290343355735984,0.364518614453097,0.3480279256826,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"288","CI-E","Catalase","G009",0.321918959439022,0.364358022141331,0.381071934585265,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"289","CI-E","Catalase","G009",0.321918959439022,0.364358022141331,0.381071934585265,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"290","CI-E","Catalase","G009",0.321918959439022,0.364358022141331,0.381071934585265,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"291","CI-E","Cytochrome","G003",NA,16.856185570529,27.3955802633491,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"292","CI-E","Cytochrome","G003",NA,16.856185570529,27.3955802633491,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"293","CI-E","Cytochrome","G003",NA,16.856185570529,27.3955802633491,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"294","CI-E","Glycogen","G001",NA,709.508226384775,637.942820656331,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"295","CI-E","Glycogen","G001",NA,709.508226384775,637.942820656331,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"296","CI-E","Glycogen","G001",NA,709.508226384775,637.942820656331,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"297","CI-E","Glycogen","G002",1720.66364183272,1889.58152922062,1979.63407306899,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"298","CI-E","Glycogen","G002",1720.66364183272,1889.58152922062,1979.63407306899,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"299","CI-E","Glycogen","G002",1720.66364183272,1889.58152922062,1979.63407306899,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"300","CI-E","Glycogen","G003",318.641530306822,336.398233376236,371.825334868619,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"301","CI-E","Glycogen","G003",318.641530306822,336.398233376236,371.825334868619,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"302","CI-E","Glycogen","G003",318.641530306822,336.398233376236,371.825334868619,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"303","CI-E","Glycogen","G007",1321.54504303289,1597.46936274199,1447.1397633043,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"304","CI-E","Glycogen","G007",1321.54504303289,1597.46936274199,1447.1397633043,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"305","CI-E","Glycogen","G007",1321.54504303289,1597.46936274199,1447.1397633043,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"306","CI-E","Glycogen","G008",1164.67234118405,1260.74449334866,791.92466966871,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"307","CI-E","Glycogen","G008",1164.67234118405,1260.74449334866,791.92466966871,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"308","CI-E","Glycogen","G008",1164.67234118405,1260.74449334866,791.92466966871,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"309","CI-E","Glycogen","G009",1046.43703196701,1186.44429050368,1236.85993691782,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"310","CI-E","Glycogen","G009",1046.43703196701,1186.44429050368,1236.85993691782,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"311","CI-E","Glycogen","G009",1046.43703196701,1186.44429050368,1236.85993691782,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"312","CI-E","HSP70","G003",337.788121507529,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"313","CI-E","HSP70","G003",337.788121507529,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"314","CI-E","HSP70","G003",337.788121507529,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"315","CI-E","HSP70","G007",1166.9764586514,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"316","CI-E","HSP70","G007",1166.9764586514,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"317","CI-E","HSP70","G007",1166.9764586514,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"318","CI-E","HSP70","G008",813.395231885006,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"319","CI-E","HSP70","G008",813.395231885006,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"320","CI-E","HSP70","G008",813.395231885006,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"321","CI-E","HSP70","G009",983.28237538553,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"322","CI-E","HSP70","G009",983.28237538553,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"323","CI-E","HSP70","G009",983.28237538553,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"324","CI-E","HSP90-alpha","G003",244.582528616961,301.285334129345,423.142112679567,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"325","CI-E","HSP90-alpha","G003",244.582528616961,301.285334129345,423.142112679567,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"326","CI-E","HSP90-alpha","G003",244.582528616961,301.285334129345,423.142112679567,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"327","CI-E","PDI","G002",84.6980013661866,123.450664436345,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"328","CI-E","PDI","G002",84.6980013661866,123.450664436345,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"329","CI-E","PDI","G002",84.6980013661866,123.450664436345,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"330","CI-E","PDI","G003",36.0097495389447,30.7424738106227,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"331","CI-E","PDI","G003",36.0097495389447,30.7424738106227,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"332","CI-E","PDI","G003",36.0097495389447,30.7424738106227,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"333","CI-E","PDI","G007",73.728937910645,101.445342292748,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"334","CI-E","PDI","G007",73.728937910645,101.445342292748,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"335","CI-E","PDI","G007",73.728937910645,101.445342292748,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"336","CI-E","PDI","G008",76.2151451957386,87.5405623571487,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"337","CI-E","PDI","G008",76.2151451957386,87.5405623571487,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"338","CI-E","PDI","G008",76.2151451957386,87.5405623571487,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"339","CI-E","PDI","G009",62.2302727536181,90.3708332303659,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"340","CI-E","PDI","G009",62.2302727536181,90.3708332303659,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"341","CI-E","PDI","G009",62.2302727536181,90.3708332303659,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"342","CI-E","Peroxiredoxin-1","G007",2864.31056277073,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"343","CI-E","Peroxiredoxin-1","G007",2864.31056277073,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"344","CI-E","Peroxiredoxin-1","G007",2864.31056277073,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"345","CI-E","Peroxiredoxin-1","G008",1940.13942797934,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"346","CI-E","Peroxiredoxin-1","G008",1940.13942797934,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"347","CI-E","Peroxiredoxin-1","G008",1940.13942797934,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"348","CI-E","Ras-related","G001",435.496227610221,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"349","CI-E","Ras-related","G001",435.496227610221,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"350","CI-E","Ras-related","G001",435.496227610221,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"351","CI-E","Ras-related","G002",979.34640415125,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"352","CI-E","Ras-related","G002",979.34640415125,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"353","CI-E","Ras-related","G002",979.34640415125,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"354","CI-E","Ras-related","G003",220.646860389891,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"355","CI-E","Ras-related","G003",220.646860389891,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"356","CI-E","Ras-related","G003",220.646860389891,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"357","CI-E","Ras-related","G007",908.069642146221,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"358","CI-E","Ras-related","G007",908.069642146221,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"359","CI-E","Ras-related","G007",908.069642146221,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"360","CI-E","Ras-related","G008",780.526298100736,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"361","CI-E","Ras-related","G008",780.526298100736,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"362","CI-E","Ras-related","G008",780.526298100736,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"363","CI-E","Ras-related","G009",681.994441551981,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"364","CI-E","Ras-related","G009",681.994441551981,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"365","CI-E","Ras-related","G009",681.994441551981,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"366","CI-E","Sodium/potassium-transporting","G003",363.600517307831,90.6403972145361,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"367","CI-E","Sodium/potassium-transporting","G003",363.600517307831,90.6403972145361,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"368","CI-E","Sodium/potassium-transporting","G003",363.600517307831,90.6403972145361,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"369","CI-E","Sodium/potassium-transporting","G007",1975.3546142285,1821.9677038567,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"370","CI-E","Sodium/potassium-transporting","G007",1975.3546142285,1821.9677038567,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"371","CI-E","Sodium/potassium-transporting","G007",1975.3546142285,1821.9677038567,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"372","CI-E","Sodium/potassium-transporting","G008",1214.3093091556,1271.88672570617,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"373","CI-E","Sodium/potassium-transporting","G008",1214.3093091556,1271.88672570617,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"374","CI-E","Sodium/potassium-transporting","G008",1214.3093091556,1271.88672570617,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"375","CI-E","Trifunctional","G001",52.8064189321403,55.3771111367386,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"376","CI-E","Trifunctional","G001",52.8064189321403,55.3771111367386,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"377","CI-E","Trifunctional","G001",52.8064189321403,55.3771111367386,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"378","CI-E","Trifunctional","G002",135.755412444569,163.067571798278,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"379","CI-E","Trifunctional","G002",135.755412444569,163.067571798278,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"380","CI-E","Trifunctional","G002",135.755412444569,163.067571798278,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"381","CI-E","Trifunctional","G003",NA,26.8239026940452,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"382","CI-E","Trifunctional","G003",NA,26.8239026940452,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"383","CI-E","Trifunctional","G003",NA,26.8239026940452,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"384","CI-E","Trifunctional","G007",109.987138333625,113.62781835369,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"385","CI-E","Trifunctional","G007",109.987138333625,113.62781835369,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"386","CI-E","Trifunctional","G007",109.987138333625,113.62781835369,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"387","CI-E","Trifunctional","G008",83.8624798848124,120.674123913695,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"388","CI-E","Trifunctional","G008",83.8624798848124,120.674123913695,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"389","CI-E","Trifunctional","G008",83.8624798848124,120.674123913695,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"390","CI-E","Trifunctional","G009",89.8546630496069,90.9171331910687,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"391","CI-E","Trifunctional","G009",89.8546630496069,90.9171331910687,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"392","CI-E","Trifunctional","G009",89.8546630496069,90.9171331910687,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"393","CI-E","Catalase","G001",0.344403490576824,0.427997984938499,0.400805392941314,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"394","CI-E","Catalase","G001",0.344403490576824,0.427997984938499,0.400805392941314,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"395","CI-E","Catalase","G001",0.344403490576824,0.427997984938499,0.400805392941314,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"396","CI-E","Catalase","G002",0.29033642314196,0.34764828782762,0.345362168762356,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"397","CI-E","Catalase","G002",0.29033642314196,0.34764828782762,0.345362168762356,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"398","CI-E","Catalase","G002",0.29033642314196,0.34764828782762,0.345362168762356,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"399","CI-E","HSP90-alpha","G001",429.77311737154,685.28672877519,756.767056657058,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"400","CI-E","HSP90-alpha","G001",429.77311737154,685.28672877519,756.767056657058,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"401","CI-E","HSP90-alpha","G001",429.77311737154,685.28672877519,756.767056657058,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"402","CI-E","HSP90-alpha","G002",1198.65993730593,1752.76863559,1840.6791808811,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"403","CI-E","HSP90-alpha","G002",1198.65993730593,1752.76863559,1840.6791808811,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"404","CI-E","HSP90-alpha","G002",1198.65993730593,1752.76863559,1840.6791808811,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"405","CI-E","Cytochrome","G001",27.0865948117176,25.0143745621014,40.7639971235179,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"406","CI-E","Cytochrome","G001",27.0865948117176,25.0143745621014,40.7639971235179,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"407","CI-E","Cytochrome","G001",27.0865948117176,25.0143745621014,40.7639971235179,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"408","CI-E","Cytochrome","G002",65.9560112739169,71.548493276309,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"409","CI-E","Cytochrome","G002",65.9560112739169,71.548493276309,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"410","CI-E","Cytochrome","G002",65.9560112739169,71.548493276309,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"411","CI-E","HSP90-alpha","G008",543.307711611352,1026.07307679123,748.076148802142,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"412","CI-E","HSP90-alpha","G008",543.307711611352,1026.07307679123,748.076148802142,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"413","CI-E","HSP90-alpha","G008",543.307711611352,1026.07307679123,748.076148802142,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"414","CI-E","Cytochrome","G007",53.9063260773751,57.7547297427398,73.3488647948591,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"415","CI-E","Cytochrome","G007",53.9063260773751,57.7547297427398,73.3488647948591,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"416","CI-E","Cytochrome","G007",53.9063260773751,57.7547297427398,73.3488647948591,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"417","CI-E","Cytochrome","G008",36.0205306875127,48.948502873525,62.0986092152433,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"418","CI-E","Cytochrome","G008",36.0205306875127,48.948502873525,62.0986092152433,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"419","CI-E","Cytochrome","G008",36.0205306875127,48.948502873525,62.0986092152433,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"420","CI-E","Cytochrome","G009",50.1465593135811,51.0289138579051,63.2881329608175,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"421","CI-E","Cytochrome","G009",50.1465593135811,51.0289138579051,63.2881329608175,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"422","CI-E","Cytochrome","G009",50.1465593135811,51.0289138579051,63.2881329608175,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"423","CI-E","Puromycin-sensitive","G002",29.72421448789,34.1257623354468,40.979106778627,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"424","CI-E","Puromycin-sensitive","G002",29.72421448789,34.1257623354468,40.979106778627,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"425","CI-E","Puromycin-sensitive","G002",29.72421448789,34.1257623354468,40.979106778627,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"426","CI-E","HSP70","G001",686.927145381945,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"427","CI-E","HSP70","G001",686.927145381945,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"428","CI-E","HSP70","G001",686.927145381945,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"429","CI-E","HSP70","G002",1741.49280365501,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"430","CI-E","HSP70","G002",1741.49280365501,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"431","CI-E","HSP70","G002",1741.49280365501,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"432","CI-E","Puromycin-sensitive","G008",22.8600803129705,25.015176060676,29.7038095985091,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"433","CI-E","Puromycin-sensitive","G008",22.8600803129705,25.015176060676,29.7038095985091,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"434","CI-E","Puromycin-sensitive","G008",22.8600803129705,25.015176060676,29.7038095985091,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"435","CI-E","Puromycin-sensitive","G009",25.0926726757047,26.7289460022416,30.2809004994155,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"436","CI-E","Puromycin-sensitive","G009",25.0926726757047,26.7289460022416,30.2809004994155,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"437","CI-E","Puromycin-sensitive","G009",25.0926726757047,26.7289460022416,30.2809004994155,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"438","CI-E","Superoxide","G007",4.13361907405788,3.15319613457731,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"439","CI-E","Superoxide","G007",4.13361907405788,3.15319613457731,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"440","CI-E","Superoxide","G007",4.13361907405788,3.15319613457731,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"441","CI-E","Sodium/potassium-transporting","G001",362.321263152553,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"442","CI-E","Sodium/potassium-transporting","G001",362.321263152553,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"443","CI-E","Sodium/potassium-transporting","G001",362.321263152553,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"444","CI-E","Sodium/potassium-transporting","G002",3203.56294462741,2792.17599437716,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"445","CI-E","Sodium/potassium-transporting","G002",3203.56294462741,2792.17599437716,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"446","CI-E","Sodium/potassium-transporting","G002",3203.56294462741,2792.17599437716,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"447","CI-E","HSP90-alpha","G007",933.008933099661,1331.89364755073,1368.51133247433,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"448","CI-E","HSP90-alpha","G007",933.008933099661,1331.89364755073,1368.51133247433,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"449","CI-E","HSP90-alpha","G007",933.008933099661,1331.89364755073,1368.51133247433,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"450","CI-E","Superoxide","G003",NA,2.87871946828222,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
